en,zh,note_zh,user
force,v.強迫,"n.武力；暴力；力量；影响力；力量大的人或（事物）；权力；（为某目的组织起来的）一群人；军队；部队；武装力量；警察部门；力；风力<br>v.迫使；强迫；强制；使发生；强装（欢笑）；人工催长<br><br><i>1</i>. When persuasion failed they used <em><em>force</em></em>.<br>劝说无效时,他们就使用武力了。<br><i>2</i>. We'll settle the problem by <em><em>force</em></em> if necessary.<br>如果有必要的话,我们会用武力解决这个问题。<br><i>3</i>. If you do not open the door, I am authorized to enter by use of <em><em>force</em></em>.<br>如果你不开门,我有权使用暴力闯入。<br><i>4</i>. It is vain to attempt to root out heresy by <em><em>force</em></em>.<br>试图用暴力消除异端邪说是徒劳的。<br><i>5</i>. Circumstances <em><em>force</em></em> us to adopt this policy.<br>形势迫使我们采取这项政策。<br>",yuhui
slave,n.奴隸,n.奴隶；像奴隶般受制的人；【机】从动装置<br>v.做苦工；做奴隶；拼命干<br><br><i>1</i>. This <em><em>slave</em></em> dreamed of becoming a freeman.<br>这个奴隶梦想着成为一个自由人。<br><i>2</i>. The boy was caught and sold to be a galley <em><em>slave</em></em>.<br>这个男孩被抓住，并被卖到战舰上做奴隶。<br><i>3</i>. He is a <em><em>slave</em></em> to drink.<br>他是个酒鬼。<br><i>4</i>. Why should I <em><em>slave</em></em> away all my life !<br>我为什么要辛辛苦苦地干一辈子呀！<br>,yuhui
households,n.家庭,农户<br><br><i>1</i>. How many rural <em><em>households</em></em> in Yunnan are currently using biogas technology?<br>目前多少农户使用农村沼气技术？<br><i>2</i>. We must respect farmer <em><em>households</em></em> as market players and encourage innovation in the rural management system.<br>尊重农户的市场主体地位，推动农村经营体制创新。<br>,yuhui
easing,v.放寬,n.好转；松开<br>动词ease的现在分词.<br><br><i>1</i>. The weather is definitely <em><em>easing</em></em>.<br>天气无疑在好转。<br>,yuhui
restriction,n.限制,n.限制；约束<br><br><i>1</i>. The swimming club is open to families in the neighborhood without <em><em>restriction</em></em>.<br>这个游泳俱乐部对邻近地区的家庭开放，不受限制。<br><i>2</i>. The sale of firearms is subject to many legal <em><em>restriction</em></em>s.<br>出售枪支受到许多法律限制。<br><i>3</i>. There are currency <em><em>restriction</em></em>s on the sums allowed for foreign travel.<br>到国外旅行允许携带的款额有所限制。<br><i>4</i>. Enforced isolation or <em><em>restriction</em></em> of free movement imposed to prevent the spread of contagious disease.<br>隔离为了防止传染疾病的传播，而强制施行的隔离或对自由活动的限制<br>,yuhui
include,v.包括,vt.包括；包含；列入<br><br><i>1</i>. His writings <em><em>include</em></em> poetry and prose.<br>他的作品包括诗和散文。<br><i>2</i>. The graphic arts <em><em>include</em></em> calligraphy and lithography.<br>平面造型艺术包括书法和平版印刷术。<br><i>3</i>. Is service <em><em>include</em></em>d in the bill?<br>帐单中包含服务费吗？<br><i>4</i>. Please <em><em>include</em></em> me in the list.<br>请把我列入名单中。<br>,yuhui
phase,n.階段,n.相位；方面；局面；阶段；时期<br>vt.逐步执行<br><br><i>1</i>. No <em><em>phase</em></em> transition evidence is found.<br>没有发现任何相位跃迁的证据。<br><i>2</i>. Distortion can result from <em><em>phase</em></em> shifts.<br>相位变化将造成失真。<br><i>3</i>. This is but one <em><em>phase</em></em> of the subject.<br>这仅是问题的一个方面。<br><i>4</i>. They are talking about the changing <em><em>phase</em></em>s of society.<br>他们谈论着不断变化的社会状况。<br><i>5</i>. The use of lead-free petrol is now being <em><em>phase</em></em>d in.<br>无铅汽油的应用现正逐步推广。<br>,yuhui
spread,v.傳播,"v.传播；展开；散布；铺开；伸展；涂撒<br>n.范围；传播；差额；幅度；盛宴<br><br><i>1</i>. The radio <em><em>spread</em></em> the news as soon as the accident happened .<br>事故一发生,收音机就把这条消息传播出去了。<br><i>2</i>. The rumor was widely <em><em>spread</em></em> among the crowd.<br>谣言在人群当中广泛地传播开来。<br><i>3</i>. She <em><em>spread</em></em> her wings and flew lightly down.<br>她展开双翅轻轻飞下。<br><i>4</i>. I <em><em>spread</em></em> my arms as far apart as I could.<br>我尽可能地将双臂伸展开。<br><i>5</i>. The current survey will have a wider geographic <em><em>spread</em></em>.<br>当前的调查将在更广泛的地域范围&#20839;进行。<br>",yuhui
environment,n.環境,"n.环境；外界<br><br><i>1</i>. She is not used to the new <em><em>environment</em></em>.<br>她对新环境不习惯。<br><i>2</i>. We are required by <em><em>environment</em></em> protecting department to use anthracite.<br>环保部门要求我们使用无烟煤。<br><i>3</i>. At one time, children didn't have to learn any more than how to cope with their physical  <em><em>environment</em></em>.<br>曾经有一段时间,儿童除了学习适应外界环境以外,什么都不学。<br>",yuhui
enclosed,v.封閉,adj.被附上的<br>v.附上<br>vbl.附上<br><br><i>1</i>. Enclosed are some examples.<br>随函附寄一些样品。<br><i>2</i>. Please complete and return the <em><em>enclosed</em></em> questionnaire.<br>所附问卷请填妥交回。<br><i>3</i>. A cheque for ten pounds is <em><em>enclosed</em></em>.<br>附上一张十英镑的支票。<br>,yuhui
as long as,只要,"只要<br>和 ... 一样长<br><br><i>1</i>. I don't mind <em><em>as long as</em></em> it doesn't rain.<br>只要不下雨就行了。<br><i>2</i>. As long as live, I will help you.<br>只要我活着，我都会帮助你。<br><i>3</i>. The river is <em><em>as long as</em></em> that one.<br>这条河和那条河一样长。<br><i>4</i>. This line is four times <em><em>as long as</em></em> that one.<br>这条线是那条线的四倍长。<br>",yuhui
maintain,v.保持,vt.维持；维修；保养；坚持；断言<br><br><i>1</i>. It is absolutely vital that food supplies should be <em><em>maintain</em></em>ed.<br>维持食物的供给是绝对必要的。<br><i>2</i>. They also help us to <em><em>maintain</em></em> the machinery.<br>他们还帮助我们维修机器。<br><i>3</i>. They tell the peasants in detail how to <em><em>maintain</em></em> the pumps.<br>他们详细地教给农民怎样保养抽水机。<br><i>4</i>. It is clearly illogical to <em><em>maintain</em></em> such a proposition.<br>坚持这种主张显然是没有道理的。<br>,yuhui
urge,v.催促/呼吁,"vt.驱策；鼓励；催促；力陈<br>vi.极力主张<br>n.冲动；强烈愿望<br><br><i>1</i>. He <em><em>urge</em></em>d the horses on with a whip.<br>他用鞭子策马前行。<br><i>2</i>. Many physicians <em><em>urge</em></em> aerobic exercise.<br>很多医生鼓励有氧运动。<br><i>3</i>. We will <em><em>urge</em></em> them to adhere to the Paris Agreement.<br>我们将敦促他们遵守巴黎协议。<br><i>4</i>. They <em><em>urge</em></em>d on us the need for cooperation.<br>他们向我们强调合作的必要性。<br><i>5</i>. He <em><em>urge</em></em>d against the adoption of the measure.<br>他极力反对采取这项措施。<br><i>6</i>. I feel the <em><em>urge</em></em> to be outside when spring comes again.<br>当春天再次来临,我就有了到户外活动的冲动。<br>",yuhui
judgement,n.判斷力,"n.判断；判决；审判；评价；意见<br><br><i>1</i>. Her decision seems to show a lack of political <em><em>judgement</em></em>.<br>她的决定似乎显示出缺乏政治判断力。<br><i>2</i>. Politicians should not engage in business affairs that might affect their political <em><em>judgement</em></em>.<br>政治家不应该参与那些可能会影响其政治判断力的商业事务。<br><i>3</i>. My <em><em>judgement</em></em> was frequently faulty, but my loyalty to the nation could not be questioned.<br>我的判断经常出错，但是我对祖国的忠诚是无可置疑的。<br><i>4</i>. The <em><em>judgement</em></em> passed against him.<br>判决宣告他败诉。<br>",yuhui
reduce,v.減少,"v.减少；缩小；使落魄；简化；还原<br><br><i>1</i>. The new government's prime task is to <em><em>reduce</em></em> the level of inflation.<br>新政府的主要任务是减低通货膨胀的水平。<br><i>2</i>. We need to <em><em>reduce</em></em> our dependence on oil as a source of energy.<br>在能源方面,我们需减少对石油的依赖。<br><i>3</i>. We must gradually <em><em>reduce</em></em> the wage gap.<br>我们要逐步缩小工资差距。<br><i>4</i>. They were <em><em>reduce</em></em>d to begging.<br>他们沦落到得要饭。<br>",yuhui
travel,v.走走、旅行,"v.旅行；去某地；传播；快速移动；[体]走步<br>n.旅行；移动<br><br><i>1</i>. You are hardly fit to <em><em>travel</em></em> alone at present.<br>照目前的情况,你不宜单独旅行。<br><i>2</i>. I <em><em>travel</em></em> 40 miles to work every day.<br>我每天奔波40英里去上班。<br><i>3</i>. When we speak, sound waves begin to <em><em>travel</em></em> in all directions.<br>我们说话时,声波就开始向四面八方传播扩散。<br><i>4</i>. I don't know the exact speed of the car, but it was certainly <em><em>travel</em></em>ling.<br>我不知道那辆汽车的准确速度,但它确实开得非常快。<br><i>5</i>. He met many interesting people in his <em><em>travel</em></em>s.<br>旅行中他遇到了许多有趣的人。<br>",yuhui
preferably,adv.最好是,"adv.更好地；宁可；宁愿<br><br><i>1</i>. I want to get married; <em><em>preferably</em></em> to a rich man.<br>我想结婚，最好是找到一位有钱人。<br><i>2</i>. They want to buy a new house, near the sea <em><em>preferably</em></em>.<br>他们要购买一所新房子，最好在海边。<br>",yuhui
am concerned about,adj.關心,<br><br>,yuhui
government,n.政府,,yuhui
measure,n.措施,,yuhui
stick to,v.遵守,,yuhui
meanwhile,adv.同時,,yuhui
childcare,n.托兒所,,yuhui
take off,v.出發、發射,,yuhui
go ahead,v.進行,,yuhui
take place,v.發生,,yuhui
astronaunt,n.太空人,,yuhui
pandemic,n.大流行病,,yuhui
impressive,adj.印象深刻,,yuhui
as well as,以及,,yuhui
quarantine,v.隔離,,yuhui
heading,去,,yuhui
germs,n.病毒、細菌,,yuhui
due to,因為,,yuhui
orbit,n.軌道,,yuhui
carry out,v.進行,,yuhui
research,n.實驗,,yuhui
anniversary,n.週年紀念,,yuhui
devastating,adj.有毀滅性的,,yuhui
mark,v.紀念,,yuhui
statistics,n.統計學,,yuhui
sunrise,n.日出,,yuhui
sunset,n.日落,,yuhui
football pitch,n.足球場,,yuhui
telescope,n.望遠鏡,,yuhui
brightest object,n.最亮的物品,,yuhui
work out,v.運動,,yuhui
electrics,n.電的,,yuhui
individual,n.個人,,yuhui
set the record,v.破紀錄,,yuhui
lifeguard,n.救生員,,yuhui
charity,n.慈善機構,,yuhui
led to,v.造成,,yuhui
coast,n.海岸,,yuhui
lifeboat,n.救生艇,,yuhui
supplies,n.提供、供應,,yuhui
recruit,v.征召,,yuhui
train,v.訓練,,yuhui
politician,n.政治家,,yuhui
restrict,v.限制,,yuhui
social distancing,n. 社交距離,,yuhui
first aid,n.急救,,yuhui
keep apart,v.分開,,yuhui
think twice,v.三思,,yuhui
doubt,n.疑慮,,yuhui
protest,v.抗議,,yuhui
bushfire,n.森林大火,,yuhui
matter,寶貴,,yuhui
solidarity,n.團結,,yuhui
racial,adj.種族性的,,yuhui
inequality,n.不平等,,yuhui
brutality,n.殘暴,,yuhui
emotional,adj.感人的,,yuhui
encouraging,adj.鼓勵性的,,yuhui
racism,n.種族主義,,yuhui
succeed,v.成功,,yuhui
regardless,不管怎麼樣,,yuhui
kneel,v.下跪,,yuhui
gesture,n.手勢、資勢,,yuhui
former,adj.前任,,yuhui
in accordance with,依照,,yuhui
struggle,v.掙扎,,yuhui
mourn,v.哀悼,,yuhui
democracy,n.民主,,yuhui
lawful,adj.合法的,,yuhui
stress,v.強調,,yuhui
appalled,v.震驚,,yuhui
culture,n.文化,,yuhui
puzzle,n.謎語,,yuhui
riddle,n.謎語,,yuhui
bad breath,n.口臭,,yuhui
tricky,adj.刁難的,,yuhui
outbreak,n.爆發,,yuhui
discover,v.發現,,yuhui
disease,n.疾病,,yuhui
prevention,n.預防,,yuhui
quiz,n.問答,,yuhui
nobel prize,n.諾貝爾獎,,yuhui
mentally ill,精神病,,yuhui
infection,n.傳染,,yuhui
hygience,n.衛生,,yuhui
influence,n.影響,,yuhui
inspiration,n.靈感,,yuhui
mean,n.方法,,yuhui
native,adj.原產,,yuhui
threat,n.威脅,,yuhui
developing,adj.發展中,,yuhui
evidence,n.證據,,yuhui
convince,v.說服,,yuhui
improve,v.改進,,yuhui
surface,n.表面,,yuhui
leap,v.跳躍,,yuhui
transmit,v.傳播,,yuhui
magnificent,adj.美妙的,,yuhui
desolation,n.荒蕪,,yuhui
ambition,n.目標,,yuhui
compete,v.競爭,,yuhui
explore,v.探索,,yuhui
superiority,n.優越,,yuhui
invest,v.投資,,yuhui
effort,n.努力,,yuhui
goal,n.目標,,yuhui
task,n. 任務,,yuhui
eventually,adv.最後,,yuhui
orbit,n.軌道,,yuhui
achieve,v.達成,,yuhui
propel,v.推動,,yuhui
gravity,n.地心引力,,yuhui
constant,adj.持續的,,yuhui
disaster,n.災難,,yuhui
at least,至少,,yuhui
recently,最近,,yuhui
drone,n.無人機,,yuhui
track,v.追蹤,,yuhui
estimate,v.估計,,yuhui
possibly,adv.可能,,yuhui
wild,n.野外,,yuhui
envy,v.羡慕,,yuhui
ability,n. 能力,,yuhui
laid-back,adj.懶散的,,yuhui
herbivores,n.草食動物,,yuhui
digest,v.消化,,yuhui
mammals,n.哺乳類,,yuhui
lick,v.舔,,yuhui
trunk,n.樹幹,,yuhui
phenomenon,n.現象,,yuhui
author,n.作者,,yuhui
observation,n.觀察,,yuhui
establish,v.建立,,yuhui
despite,adv 盡管,,yuhui
aboriginal,adj.土著的,,yuhui
encourage,v.鼓勵,,yuhui
conserve,v. 保護、節省,,yuhui
expedition,n.遠足隊,,yuhui
spot,v.看見,,yuhui
rare,adj.稀有的,,yuhui
desert,n.沙漠,,yuhui
flourish,v.茁壯成長,,yuhui
accomplice,n.共犯,,yuhui
bankrupt,n.破產者,,yuhui
burglar,n.小偷,,yuhui
citizen,n.公民,,yuhui
criminal,n.罪犯,,yuhui
graduate,n.畢業生,,yuhui
hermit,n.隱居者,,yuhui
hypocrite,n. 偽君子,,yuhui
hooligan,n.流氓,,yuhui
immigrant,n.移民,,yuhui
litterbug,n.垃坡虫,,yuhui
motorist,n.駕駛者,,yuhui
lunatic,n.瘋子,,yuhui
passenger,n.乘客,,yuhui
pedestrian,n.行人,,yuhui
philanthropist,n.慈善家,,yuhui
pilgrim,n.朝聖者,,yuhui
prophet,n.先知,,yuhui
